bookID,title,authors,average_rating,ratings_count,publication_date,
2896,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,9674,1994-06-01,
2898,Three Stories and a Reflection,Patrick Süskind,3.57,24,1997-11-13,
2899,The Pigeon,Patrick Süskind,3.68,6254,1989-06-29,
2900,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,2061,2003-11-03,
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,41,2002-01-05,
2907,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,54,2003-07-02,
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,114,1995-01-01,
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,1177,2004-08-10,
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,557,2003-09-09,
2921,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,25,1981-08-22,
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,5437,1995-02-17,
2928,Brian's Winter,Gary Paulsen,4.01,76,1996-01-01,
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,209122,2001-06-12,
2933,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,1507,2003-03-27,
2934,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,585,1994-12-19,
2937,Robinson Crusoe,Daniel Defoe/Avi,3.67,204,2001-07-01,
2940,Robinson Crusoe,Daniel Defoe,3.67,311,2006-07-14,
2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,577,1999-01-26,
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,5,2003-03-15,
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,242,2003-04-22,
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,33,2000-08-01,
2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,1049912,2002-12-31,
2958,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,144,2005-05-06,
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,687,2001-08-14,
2962,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,185,2001-10-17,
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,970,1998-12-23,
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,513,2004-10-18,
2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,5710,1984-03-01,
2971,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,2871,2000-11-28,
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,207,1992-10-15,
2978,Lost Horizon,James Hilton,3.92,11892,2004-06-15,
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,715,2002-06-01,
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,1817,2003-10-28,
2998,The Secret Garden,Frances Hodgson Burnett,4.13,764134,1998-09-01,
3003,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,1739,2003-07-01,
3004,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,1653,2005-03-01,
3006,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,517,2003-01-30,
3008,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,238192,2002-02-26,
3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,23,1994-09-01,
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,150,1999-03-19,
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,5899,2003-12-24,
3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,328,2007-04-03,
3040,Black Rednecks and White Liberals,Thomas Sowell,4.38,2579,2005-06-01,
3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,1546,2003-11-13,
3042,Knowledge And Decisions,Thomas Sowell,4.39,766,1996-10-04,
3047,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,1797,2002-01-03,
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,65,1991-06-27,
3053,Alcoholics Anonymous,Alcoholics Anonymous,4.45,22,1993-08-01,
3055,Alcoholics Anonymous,Alcoholics Anonymous,4.45,495,2002-02-10,
3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,213,1993-01-01,
3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,39369,1990-02-01,
3065,Natural Health  Natural Medicine,Andrew Weil,4.11,580,2004-12-09,
3066,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,8624,2004-05-05,
3067,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,712,1998-10-12,
3068,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,8073,2003-07-07,
3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,4,1991-03-01,
3072,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,662,2003-09-18,
3075,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,67,2004-04-07,
3084,April  May und June,Elizabeth von Arnim,3.88,0,1995-04-01,
3087,A Room with a View,E.M. Forster,3.91,128596,2005-01-01,
3088,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,2450,1986-02-04,
3100,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,6,1971-01-17,
3101,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,1665,2006-07-27,
3102,Howards End,E.M. Forster,3.96,54765,2002-10-29,
3103,Maurice,E.M. Forster,4.03,21997,2005-12-17,
3104,E. M. Forster: A Life,P.N. Furbank,4.14,141,1994-05-02,
3105,Howards End,E.M. Forster,3.96,368,2000-09-28,
3107,The Sixteen Pleasures,Robert Hellenga,3.59,2699,1995-05-01,
3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,3259,2006-05-18,
3117,The Rescue (Kidnapped  #3),Gordon Korman,4.11,1864,2006-09-01,
3119,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,1928,2006-02-01,
3120,Public Enemies (On The Run  #5),Gordon Korman,4.19,2050,2005-12-01,
3130,Runaway Bride,Deborah  Gordon,4.25,8,1994-09-28,
3142,The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,254,1995-04-05,
3144,Drina Dances in Paris,Jean Estoril,4.16,14,1991-04-01,
3145,Drina Ballerina,Jean Estoril,4.16,8,1991-01-17,
3147,Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,4.33,69,1999-07-05,
3152,Drina Dances in Italy,Jean Estoril,4.08,21,1992-08-31,
3155,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,112,1991-10-20,
3156,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,139,1991-02-06,
3167,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3,19,2006-01-01,
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,114,1989-09-10,
3231,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,34,2003-07-15,
3232,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,14,1963-06-28,
3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,100,1998-09-01,
3254,The Trojan Women,Euripides/Gilbert Murray,3.89,4577,2006-01-01,
3258,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,327,1960-02-15,
3273,Moloka'i (Moloka'i #1),Alan Brennert,4.17,91395,2004-10-04,
3280,Teaching with the Brain in Mind,Eric Jensen,4.11,592,2005-06-15,
3283,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,26,2001-05-10,
3290,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,430,2005-08-30,
3291,The Stories of Eva Luna,Isabel Allende,3.97,12839,2001-11-13,
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,10,1994-12-01,
3298,El bosque de los pigmeos,Isabel Allende,3.77,1099,2005-09-06,
3300,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,15345,2006-11-07,
3301,La casa de los espíritus,Isabel Allende,4.23,608,2001-09-18,
3302,El plan infinito,Isabel Allende,3.72,514,2002-05-14,
3303,El reino del dragón de oro,Isabel Allende,3.84,1189,2004-09-07,
3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,17962,2004-04-27,
3311,Self,Yann Martel,3.43,2359,2003-04-07,
3316,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,9,2003-03-01,
3325,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,13,1993-08-23,
3340,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,382,2006-09-07,
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4,768,2006-09-12,
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,191,2006-02-28,
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,970,1998-07-01,
3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,2046,2005-01-11,
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,51,2002-03-26,
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,3457,2001-02-01,
3348,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,127,2001-09-10,
3351,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0,0,2000-10-13,
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,142,2001-03-06,
3359,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,856,2000-12-01,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,7736,2005-08-28,
3384,Girlfriend in a Coma,Douglas Coupland,3.62,15798,1999-03-01,
3388,Corelli's Mandolin,Louis de Bernières,3.98,62954,1995-08-29,
3402,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.4,1084,2006-07-03,
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,1170,1999-12-22,
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,138,2006-06-27,
3409,Temptations,Otis Williams/Patricia Romanowski,4.19,99,2002-06-25,
3413,The Thorn Birds,Colleen McCullough,4.23,533,2005-09-06,
3416,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,5991,2003-01-28,
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,5423,1997-02-01,
3418,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,1182,2006-05-23,
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,39,1999-02-14,
3420,Morgan's Run,Colleen McCullough,3.95,3478,2002-01-01,
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,4291,2003-10-28,
3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,311,1990-09-28,
3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,9623,1992-07-01,
3425,Tim,Colleen McCullough,3.81,153,1990-11-01,
3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,24,2000-12-14,
3431,The Five People You Meet in Heaven,Mitch Albom,3.93,520051,2003-09-23,
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,16588,2004-04-15,
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,6124,2004-04-01,
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,34,2006-03-28,
3444,Northern Lights,Tim O'Brien,3.29,981,1999-09-01,
3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,7763,1999-09-01,
3446,Going After Cacciato,Tim O'Brien,3.91,10384,1999-09-01,
3447,In the Lake of the Woods,Tim O'Brien,3.78,14655,2006-09-01,
3449,The Nuclear Age,Tim O'Brien,3.45,945,1996-12-01,
3462,The Rescue,Nicholas Sparks,4.11,154933,2005-04-01,
3463,A Bend in the Road,Nicholas Sparks,4.03,125693,2005-04-01,
3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,68228,2006-04-11,
3465,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,36784,2006-01-03,
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,126629,2005-08-01,
3468,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,31,2005-04-01,
3469,Nights in Rodanthe,Nicholas Sparks,3.84,1596,2004-08-01,
3471,Message in a Bottle,Nicholas Sparks,3.96,2755,1999-02-01,
3473,A Walk to Remember,Nicholas Sparks,4.17,555995,2004-09-01,
3476,Icy Sparks,Gwyn Hyman Rubio,3.7,37936,2001-03-08,
3478,Message in a Bottle,Nicholas Sparks,3.96,201488,1999-12-01,
3479,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,1967,2006-10-31,
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,32370,2006-08-03,
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,82,2006-02-14,
3493,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,790,2006-10-31,
3507,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,81381,2006-06-20,
3509,Sharp Edges,Jayne Ann Krentz,3.86,2792,2004-07-27,
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,317,2001-12-31,
3513,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,51,2005-06-14,
3516,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,41,2005-07-12,
3519,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,56,2005-05-10,
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,26,2002-04-09,
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,612,2006-09-12,
3529,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,641,1996-09-01,
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,715,2006-12-12,
3531,The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,364,2000-07-01,
3532,First Love,Ivan Turgenev/Constance Garnett,3.78,5856,2004-09-01,
3536,Love @ First Site,Jane Moore,3.41,910,2006-05-09,
3545,First Love  Second Chance,Amanda Clark,3.73,13,1995-02-22,
3554,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,4,2003-04-28,
3557,The Modern Prince and Other Writings,Antonio Gramsci,3.89,118,1959-10-01,
3562,Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,38411,1983-04-01,
3564,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,184,2004-11-04,
3566,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,928,1994-11-01,
3574,Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,63,1998-12-01,
3577,A Tangled Web,L.M. Montgomery,3.88,3760,1989-08-01,
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,98611,1998-10-06,
3580,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,6082,1988-06-01,
3581,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,24087,1986-08-26,
3582,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,1411,2004-11-30,
3583,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,2203,2005-11-07,
3584,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,2037,2006-03-01,
3585,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,18,2006-04-20,
3587,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,29,2006-10-11,
3593,Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4,7,2006-10-03,
3595,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,4.18,119,1996-10-15,
3597,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,2184,2001-07-01,
3599,The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,3.5,12,2003-10-01,
3603,Personal Finance For Dummies,Eric Tyson,3.77,114,2006-10-01,
3604,Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,925,2003-08-01,
3631,Catching Alice,Clare Naylor,3.38,948,2000-10-31,
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,5044,2003-09-03,
3636,The Giver (The Giver  #1),Lois Lowry,4.13,1585589,2006-01-24,
3638,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,2201,2019-04-02,
3640,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,1760,1989-11-29,
3649,The Last Life,Claire Messud,3.56,1426,2000-09-28,
3650,The Hunters,Claire Messud,3.42,406,2003-05-18,
3651,When the World Was Steady,Claire Messud,3.17,481,1995-09-01,
3656,The Sea,John Banville,3.51,19308,2006-08-15,
3657,The Sea,John Banville,3.51,586,2005-12-07,
3659,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,3202,2001-06-12,
3660,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,387,1996-05-28,
3661,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,583,1993-10-12,
3664,Shroud (The Cleave Trilogy #2),John Banville,3.66,974,2004-06-08,
3665,Ghosts,John Banville,3.61,33,1998-12-17,
3679,On Beauty,Zadie Smith,3.73,53736,2006-08-29,
3682,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,189652,2003-12-09,
3684,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,130,2006-12-01,
3685,Black Beauty,Anna Sewell,3.96,208684,2003-03-01,
3686,Truth and Beauty,Ann Patchett,3.94,31134,2005-04-05,
3687,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.11,170,2004-09-07,
3688,Complete Short Stories,Graham Greene/Pico Iyer,4.17,1122,2005-02-01,
3690,The Power and the Glory,Graham Greene/John Updike,4,25490,2003-02-25,
3692,The Heart of the Matter,Graham Greene,3.99,21842,2004-10-07,
3693,Orient Express,Graham Greene/Christopher Hitchens,3.46,2064,2004-08-31,
3695,Journey Without Maps,Graham Greene/Paul Theroux,3.6,1139,2006-06-27,
3698,The Quiet American,Graham Greene/Robert  Stone,3.97,37620,2004-08-31,
3701,Collected Short Stories,Graham Greene,3.98,295,1993-04-01,
3705,The Third Man & The Fallen Idol,Graham Greene,3.77,1322,1992-07-01,
3707,The Tenth Man,Graham Greene,3.73,2910,1998-02-01,
3710,The Autograph Man,Zadie Smith,3.16,9541,2003-06-17,
3711,White Teeth,Zadie Smith,3.77,102370,2001-06-12,
3717,Stranger than Fiction,Chuck Palahniuk,3.57,18210,2005-05-10,
3731,Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,4.04,424,2004-03-02,
3732,Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,3.77,12,2004-09-10,
3733,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,1031,1983-04-15,
3734,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,4.18,348,1985-04-01,
3736,Redburn,Herman Melville/Harold Beaver,3.62,545,1976-08-26,
3738,Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,3.55,644,1982-05-06,
3743,Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.84,1360,2003-08-26,
3744,Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.8,1,2005-09-13,
3750,Moonraker (James Bond  #3),Ian Fleming,3.74,15204,2002-12-31,
3751,Moonraker's Bride,Madeleine Brent,4.31,55,1978-06-12,
3754,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,0,1984-01-01,
3758,Casino Royale (James Bond  #1),Ian Fleming,3.73,48961,2002-08-27,
3759,Goldfinger (James Bond  #7),Ian Fleming,3.8,16055,2002-08-27,
3762,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,14108,2003-09-02,
3765,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,5074,2004-04-06,
3768,Book of Sketches,Jack Kerouac/George Condo,3.8,572,2006-04-04,
3769,The Dharma Bums,Jack Kerouac,3.92,1361,2000-08-03,
3770,Book of Haikus,Jack Kerouac,3.91,25,2004-03-02,
3774,The Subterraneans,Jack Kerouac,3.68,426,2007-09-06,
3776,Ballet Shoes,Noel Streatfeild,4.07,210,2004-12-23,
3782,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,4461,1994-11-15,
3784,Movie Shoes (Shoes  #6),Noel Streatfeild,4,1351,1984-05-01,
3787,Party Shoes (Shoes  #5),Noel Streatfeild,3.64,430,2002-09-01,
3788,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,1059,1985-12-01,
3797,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,913,2006-09-01,
3798,The River,Rumer Godden,3.95,377,2004-04-16,
3799,The Dolls' House,Rumer Godden/Christian Birmingham,4.01,1410,2006-11-03,
3801,China Court: The Hours of a Country House,Rumer Godden,3.97,516,1993-12-31,
3803,Rumer Godden,Anne Chisholm,3.82,9,1999-06-11,
3805,The Corrections,Jonathan Franzen,3.79,133237,2002-09-02,
3806,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,1094,2010-03-31,
3815,Original Sin (Adam Dalgliesh #9),P.D. James,3.91,6736,2005-12-02,
3818,Original Sin: Illuminating the Riddle,Henri Blocher,3.68,64,2000-10-02,
3820,An Original Sin,Nina Bangs,3.75,369,1999-07-01,
3822,Aliens: Original Sin,Michael Jan Friedman,3.71,247,2005-10-26,
3825,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3.92,9847,2002-03-26,
3826,The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,10651,2006-10-10,
3827,Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,9258,2002-05-20,
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,8045,2002-05-20,
3829,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,39,2002-05-20,
3830,A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,10304,2005-11-08,
3831,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,495,2001-02-27,
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,26375,2001-05-08,
3833,The Black Tower (Adam Dalgliesh #5),P.D. James,4,13801,2001-10-02,
3834,Innocent Blood,P.D. James,3.68,3793,2001-08-02,
3835,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,4956,2005-04-26,
3836,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,3.87,160911,2003-02-25,
3837,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.87,71,2003-06-03,
3840,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,393,2001-04-10,
3841,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.87,275,1984-04-18,
3842,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.61,21,1964-07-08,
3848,Desert Heat (Joanna Brady  #1),J.A. Jance,4,41,2004-09-01,
3849,Kentucky Heat,Fern Michaels,4.19,1869,2002-09-01,
3850,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,732,2003-07-15,
3851,Texas Heat (Texas  #2),Fern Michaels,4.18,2025,2001-11-27,
3852,Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,4.13,3567,2004-05-15,
3853,Heat and Dust,Ruth Prawer Jhabvala,3.55,6214,1999-04-16,
3858,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,15315,2004-04-13,
3859,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,4.01,292,2005-02-19,
3867,The History of Love,Nicole Krauss,3.92,110082,2006-05-17,
3869,A Brief History of Time,Stephen Hawking,4.17,239652,1998-09-01,
3870,A Short History of Nearly Everything,Bill Bryson,4.21,352,2005-11-01,
3871,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,1604,2004-11-01,
3872,A History of the World in 6 Glasses,Tom Standage,3.76,14820,2006-05-16,
3873,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,38915,2004-03-02,
3875,The Sun Also Rises,Ernest Hemingway/William Hurt,3.82,302,2006-10-17,
3886,The Bon Appetit Cookbook,Barbara Fairchild,4.07,1816,2006-08-15,
3895,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,28789,1999-04-06,
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,240,2005-05-01,
